,x,y,change
26193,-66.3836365090909,18.44635267,-4.756025499999998
26194,-66.3836365090909,18.44626267,-1.0734464999999993
26248,-66.3836365090909,18.44140267,-3.0982986666666648
26693,-66.38354181212121,18.44635267,-2.6849065000000003
26694,-66.38354181212121,18.44626267,-1.7750734999999978
26746,-66.38354181212121,18.44158267,-5.235592166666665
26747,-66.38354181212121,18.44149267,-4.4223865
26748,-66.38354181212121,18.44140267,-5.293937666666666
27194,-66.38344711515151,18.44626267,-1.0671280000000003
28503,-66.38316302424242,18.46345267,-7.140184916666669
29196,-66.38306832727272,18.44608267,-3.460752333333332
29696,-66.38297363030303,18.44608267,-2.812723666666667
30196,-66.38287893333333,18.44608267,-2.319184333333336
32196,-66.38250014545454,18.44608267,-1.8685458333333322
32197,-66.38250014545454,18.44599267,-4.125306833333333
32697,-66.38240544848485,18.44599267,-4.492686833333337
32698,-66.38240544848485,18.44590267,-2.9591461666666667
33197,-66.38231075151515,18.44599267,-1.7637085
33503,-66.38221605454545,18.46345267,-5.451261666666667
33504,-66.38221605454545,18.46336267,-6.564657833333337
34004,-66.38212135757576,18.46336267,-6.1295965
49633,-66.37918575151514,18.45175267,-2.7843773333333317
53033,-66.37852287272726,18.46075267,-2.2082293333333354
53218,-66.37852287272726,18.44410267,-1.090206666666667
53533,-66.37842817575756,18.46075267,-2.0834355
54033,-66.37833347878787,18.46075267,-2.606827499999998
54216,-66.37833347878787,18.44428267,-1.4177271666666655
54534,-66.37823878181817,18.46066267,-1.9259076666666672
54623,-66.37823878181817,18.45265267,-4.748604166666665
54624,-66.37823878181817,18.45256267,-4.1344453333333355
54716,-66.37823878181817,18.44428267,-0.9293561666666683
54721,-66.37823878181817,18.44383267,-2.3933126666666666
55034,-66.37814408484847,18.46066267,-2.4127819999999964
55035,-66.37814408484847,18.46057267,-2.2900674999999993
55036,-66.37814408484847,18.46048267,-2.0930886666666666
55122,-66.37814408484847,18.45274267,-3.7948893333333302
55123,-66.37814408484847,18.45265267,-5.484312166666665
55124,-66.37814408484847,18.45256267,-4.840864166666666
55125,-66.37814408484847,18.45247267,-3.554403499999996
55126,-66.37814408484847,18.45238267,-3.1040186666666685
55216,-66.37814408484847,18.44428267,-2.059443833333333
55217,-66.37814408484847,18.44419267,-2.8275378333333308
55220,-66.37814408484847,18.44392267,-2.7151503333333338
55221,-66.37814408484847,18.44383267,-3.822568833333335
55533,-66.37804938787878,18.46075267,-3.6163741666666667
55615,-66.37804938787878,18.45337267,-4.027553666666666
55624,-66.37804938787878,18.45256267,-6.225766666666669
55625,-66.37804938787878,18.45247267,-4.824978166666668
55714,-66.37804938787878,18.44446267,-4.113060666666669
55715,-66.37804938787878,18.44437267,-4.2244556666666675
55716,-66.37804938787878,18.44428267,-4.019727833333334
55717,-66.37804938787878,18.44419267,-4.509911666666667
55718,-66.37804938787878,18.44410267,-4.7848898333333345
55719,-66.37804938787878,18.44401267,-4.316852833333332
55720,-66.37804938787878,18.44392267,-3.9269800000000004
55721,-66.37804938787878,18.44383267,-3.8192156666666683
56124,-66.37795469090908,18.45256267,-5.09572866666667
56125,-66.37795469090908,18.45247267,-5.862513666666667
56214,-66.37795469090908,18.44446267,-4.627119666666665
56215,-66.37795469090908,18.44437267,-4.703039
56216,-66.37795469090908,18.44428267,-4.338762500000001
56217,-66.37795469090908,18.44419267,-5.711732166666668
56218,-66.37795469090908,18.44410267,-8.276500833333333
56219,-66.37795469090908,18.44401267,-8.43417416666667
56220,-66.37795469090908,18.44392267,-5.877780333333334
56624,-66.37785999393938,18.45256267,-4.101406333333333
56713,-66.37785999393938,18.44455267,-5.5164174999999975
56714,-66.37785999393938,18.44446267,-6.475002333333334
56715,-66.37785999393938,18.44437267,-5.764570333333335
56716,-66.37785999393938,18.44428267,-5.97820583333333
56717,-66.37785999393938,18.44419267,-7.0232021666666675
56718,-66.37785999393938,18.44410267,-9.780685999999998
56719,-66.37785999393938,18.44401267,-9.575223833333334
56720,-66.37785999393938,18.44392267,-5.726573000000002
57112,-66.37776529696968,18.45364267,-4.105234166666669
57212,-66.37776529696968,18.44464267,-6.6843565
57213,-66.37776529696968,18.44455267,-7.097568833333332
57214,-66.37776529696968,18.44446267,-7.712679000000003
57215,-66.37776529696968,18.44437267,-6.261381333333333
57216,-66.37776529696968,18.44428267,-6.541749333333334
57217,-66.37776529696968,18.44419267,-7.152833500000002
57218,-66.37776529696968,18.44410267,-9.535711333333333
57219,-66.37776529696968,18.44401267,-7.676648500000001
57610,-66.37767059999999,18.45382267,-3.4014346666666633
57611,-66.37767059999999,18.45373267,-3.871172833333336
57612,-66.37767059999999,18.45364267,-3.8493261666666676
57620,-66.37767059999999,18.45292267,-3.745292833333334
57698,-66.37767059999999,18.44590267,-0.9389841666666676
57699,-66.37767059999999,18.44581267,-1.913368666666667
57711,-66.37767059999999,18.44473267,-4.680303166666668
57712,-66.37767059999999,18.44464267,-6.386434666666666
57713,-66.37767059999999,18.44455267,-7.444020333333333
57714,-66.37767059999999,18.44446267,-8.582036333333333
57715,-66.37767059999999,18.44437267,-7.324894333333333
57716,-66.37767059999999,18.44428267,-6.811159166666668
57717,-66.37767059999999,18.44419267,-6.742294666666666
57718,-66.37767059999999,18.44410267,-8.519949166666667
58109,-66.37757590303029,18.45391267,-3.1307048333333327
58110,-66.37757590303029,18.45382267,-4.467297166666665
58111,-66.37757590303029,18.45373267,-5.025054000000001
58115,-66.37757590303029,18.45337267,-3.753633333333333
58119,-66.37757590303029,18.45301267,-5.0717929999999996
58120,-66.37757590303029,18.45292267,-3.9279316666666695
58121,-66.37757590303029,18.45283267,-2.6766911666666644
58122,-66.37757590303029,18.45274267,-2.9066306666666684
58123,-66.37757590303029,18.45265267,-2.9538455
58198,-66.37757590303029,18.44590267,-1.0058785000000015
58211,-66.37757590303029,18.44473267,-3.9999189999999984
58212,-66.37757590303029,18.44464267,-4.816672999999998
58213,-66.37757590303029,18.44455267,-7.170986000000001
58214,-66.37757590303029,18.44446267,-7.750796666666666
58215,-66.37757590303029,18.44437267,-7.539580166666665
58216,-66.37757590303029,18.44428267,-6.761419999999999
58217,-66.37757590303029,18.44419267,-5.761587999999998
58218,-66.37757590303029,18.44410267,-7.398389166666666
58610,-66.3774812060606,18.45382267,-4.4030243333333345
58611,-66.3774812060606,18.45373267,-3.897320666666669
58615,-66.3774812060606,18.45337267,-2.8447354999999988
58616,-66.3774812060606,18.45328267,-2.9144875
58617,-66.3774812060606,18.45319267,-3.6921036666666716
58618,-66.3774812060606,18.45310267,-4.576009666666669
58619,-66.3774812060606,18.45301267,-4.591605500000002
58622,-66.3774812060606,18.45274267,-3.340481333333333
58623,-66.3774812060606,18.45265267,-4.104110500000001
58624,-66.3774812060606,18.45256267,-3.2821309999999997
58711,-66.3774812060606,18.44473267,-4.949492833333331
58712,-66.3774812060606,18.44464267,-5.690655166666668
58713,-66.3774812060606,18.44455267,-6.648319666666666
58714,-66.3774812060606,18.44446267,-7.933826833333335
58715,-66.3774812060606,18.44437267,-7.502508166666667
58716,-66.3774812060606,18.44428267,-6.935122499999997
59037,-66.3773865090909,18.46039267,-4.515213000000001
59039,-66.3773865090909,18.46021267,-3.7030143333333356
59040,-66.3773865090909,18.46012267,-3.609033333333336
59110,-66.3773865090909,18.45382267,-4.248211166666664
59111,-66.3773865090909,18.45373267,-3.968341166666665
59115,-66.3773865090909,18.45337267,-2.5141740000000006
59116,-66.3773865090909,18.45328267,-4.58485266666667
59117,-66.3773865090909,18.45319267,-3.191391333333339
59118,-66.3773865090909,18.45310267,-4.422012499999999
59120,-66.3773865090909,18.45292267,-3.3455885000000016
59122,-66.3773865090909,18.45274267,-4.7718281666666655
59123,-66.3773865090909,18.45265267,-4.7691866666666645
59210,-66.3773865090909,18.44482267,-4.945131000000002
59211,-66.3773865090909,18.44473267,-5.916629166666667
59212,-66.3773865090909,18.44464267,-6.77279233333333
59213,-66.3773865090909,18.44455267,-7.223083500000001
59214,-66.3773865090909,18.44446267,-7.89080316666667
59215,-66.3773865090909,18.44437267,-7.674400499999999
59537,-66.3772918121212,18.46039267,-5.099654666666666
59610,-66.3772918121212,18.45382267,-4.306348333333336
59611,-66.3772918121212,18.45373267,-4.2640436666666695
59612,-66.3772918121212,18.45364267,-2.67180733333333
59613,-66.3772918121212,18.45355267,-1.3127385000000054
59616,-66.3772918121212,18.45328267,-2.2333873333333365
59617,-66.3772918121212,18.45319267,-2.7838903333333356
59620,-66.3772918121212,18.45292267,-4.57154816666667
59621,-66.3772918121212,18.45283267,-5.333918166666669
59622,-66.3772918121212,18.45274267,-5.07064883333333
59711,-66.3772918121212,18.44473267,-4.9043623333333315
59712,-66.3772918121212,18.44464267,-6.640124833333333
59713,-66.3772918121212,18.44455267,-7.812588166666666
59714,-66.3772918121212,18.44446267,-8.180445666666666
60038,-66.3771971151515,18.46030267,-4.208089166666667
60095,-66.3771971151515,18.45517267,-5.6182909999999975
60099,-66.3771971151515,18.45481267,-4.779240666666668
60100,-66.3771971151515,18.45472267,-4.381165500000002
60106,-66.3771971151515,18.45418267,-3.4683538333333352
60107,-66.3771971151515,18.45409267,-3.0093960000000024
60119,-66.3771971151515,18.45301267,-2.2460288333333303
60120,-66.3771971151515,18.45292267,-4.257192833333335
60121,-66.3771971151515,18.45283267,-6.189680666666668
60122,-66.3771971151515,18.45274267,-4.558055833333334
60212,-66.3771971151515,18.44464267,-5.7973611666666685
60213,-66.3771971151515,18.44455267,-5.976430333333333
60214,-66.3771971151515,18.44446267,-6.6865809999999986
60492,-66.3771971151515,18.41944267,-2.9131990000000023
60493,-66.3771971151515,18.41935267,-7.062625499999999
60494,-66.3771971151515,18.41926267,-6.303400333333332
60495,-66.3771971151515,18.41917267,-3.2939444999999985
60498,-66.3771971151515,18.41890267,-3.1726728333333334
60594,-66.3771024181818,18.45526267,-5.537560000000001
60595,-66.3771024181818,18.45517267,-6.097160000000002
60599,-66.3771024181818,18.45481267,-4.475066666666667
60600,-66.3771024181818,18.45472267,-4.159756999999999
60601,-66.3771024181818,18.45463267,-3.1387193333333308
60602,-66.3771024181818,18.45454267,-3.286194666666667
60603,-66.3771024181818,18.45445267,-2.923373500000004
60606,-66.3771024181818,18.45418267,-1.6625545000000024
60607,-66.3771024181818,18.45409267,-1.3014976666666662
60618,-66.3771024181818,18.45310267,-2.2125474999999994
60619,-66.3771024181818,18.45301267,-3.765964333333333
60620,-66.3771024181818,18.45292267,-4.771141
60621,-66.3771024181818,18.45283267,-4.355329000000001
60622,-66.3771024181818,18.45274267,-3.8741693333333345
60623,-66.3771024181818,18.45265267,-4.530254999999997
60993,-66.3771024181818,18.41935267,-8.665393666666668
60994,-66.3771024181818,18.41926267,-5.2542305
60997,-66.3771024181818,18.41899267,-5.076737833333331
60998,-66.3771024181818,18.41890267,-4.619090000000002
60999,-66.3771024181818,18.41881267,-3.977109500000001
61094,-66.37700772121211,18.45526267,-5.586366833333335
61095,-66.37700772121211,18.45517267,-5.3656950000000005
61096,-66.37700772121211,18.45508267,-4.048292333333329
61098,-66.37700772121211,18.45490267,-4.416938666666667
61099,-66.37700772121211,18.45481267,-4.179129666666668
61100,-66.37700772121211,18.45472267,-3.1933051666666685
61101,-66.37700772121211,18.45463267,-3.4685016666666684
61102,-66.37700772121211,18.45454267,-4.321178166666666
61103,-66.37700772121211,18.45445267,-3.5584184999999984
61104,-66.37700772121211,18.45436267,-2.0541884999999986
61105,-66.37700772121211,18.45427267,-1.8063413333333358
61118,-66.37700772121211,18.45310267,-2.297160499999997
61119,-66.37700772121211,18.45301267,-3.5662131666666674
61120,-66.37700772121211,18.45292267,-3.497714499999997
61121,-66.37700772121211,18.45283267,-3.9818490000000004
61122,-66.37700772121211,18.45274267,-4.652259999999998
61123,-66.37700772121211,18.45265267,-4.914818999999996
61593,-66.37691302424241,18.45535267,-4.477073333333333
61594,-66.37691302424241,18.45526267,-5.057903166666666
61595,-66.37691302424241,18.45517267,-3.8942911666666653
61596,-66.37691302424241,18.45508267,-3.67118533333333
61602,-66.37691302424241,18.45454267,-4.265920166666664
61603,-66.37691302424241,18.45445267,-3.9825351666666684
61604,-66.37691302424241,18.45436267,-2.6930260000000033
61605,-66.37691302424241,18.45427267,-2.8331486666666663
61606,-66.37691302424241,18.45418267,-2.8465659999999957
61607,-66.37691302424241,18.45409267,-1.315804
61619,-66.37691302424241,18.45301267,-5.262932999999997
61620,-66.37691302424241,18.45292267,-3.611211833333332
62090,-66.37681832727272,18.45562267,-5.691760833333332
62091,-66.37681832727272,18.45553267,-4.884078333333333
62093,-66.37681832727272,18.45535267,-4.355172666666668
62094,-66.37681832727272,18.45526267,-3.4683095
62103,-66.37681832727272,18.45445267,-3.8913294999999977
62104,-66.37681832727272,18.45436267,-3.035346333333333
62105,-66.37681832727272,18.45427267,-2.179437666666665
62106,-66.37681832727272,18.45418267,-1.7231420000000028
62114,-66.37681832727272,18.45346267,-2.52856083333333
62115,-66.37681832727272,18.45337267,-2.716929666666669
62116,-66.37681832727272,18.45328267,-0.939900999999999
62119,-66.37681832727272,18.45301267,-3.2015538333333318
62587,-66.37672363030302,18.45589267,-2.9037979999999983
62588,-66.37672363030302,18.45580267,-2.777958666666663
62591,-66.37672363030302,18.45553267,-5.141291500000001
62592,-66.37672363030302,18.45544267,-4.499225833333334
62593,-66.37672363030302,18.45535267,-3.922778499999996
62603,-66.37672363030302,18.45445267,-4.951541666666666
62604,-66.37672363030302,18.45436267,-3.1261253333333343
62612,-66.37672363030302,18.45364267,-3.3005718333333327
62613,-66.37672363030302,18.45355267,-3.071173500000004
62614,-66.37672363030302,18.45346267,-3.320506499999997
62615,-66.37672363030302,18.45337267,-2.5429843333333366
62616,-66.37672363030302,18.45328267,-1.453796333333333
63086,-66.37662893333332,18.45598267,-3.8865963333333333
63087,-66.37662893333332,18.45589267,-5.154012000000002
63088,-66.37662893333332,18.45580267,-2.5620023333333357
63091,-66.37662893333332,18.45553267,-4.499296333333334
63092,-66.37662893333332,18.45544267,-3.5178003333333336
63093,-66.37662893333332,18.45535267,-3.0934849999999976
63103,-66.37662893333332,18.45445267,-3.8597391666666674
63109,-66.37662893333332,18.45391267,-1.8357198333333322
63110,-66.37662893333332,18.45382267,-1.6555706666666659
63111,-66.37662893333332,18.45373267,-2.17461066666667
63112,-66.37662893333332,18.45364267,-3.4038590000000006
63113,-66.37662893333332,18.45355267,-4.106488666666667
63114,-66.37662893333332,18.45346267,-3.150752833333332
63115,-66.37662893333332,18.45337267,-1.582783333333328
63538,-66.37653423636363,18.46030267,-3.491132666666669
63539,-66.37653423636363,18.46021267,-0.5132034999999995
63586,-66.37653423636363,18.45598267,-4.461374666666668
63587,-66.37653423636363,18.45589267,-5.270544666666666
63588,-66.37653423636363,18.45580267,-4.699226500000002
63591,-66.37653423636363,18.45553267,-3.315967000000004
63592,-66.37653423636363,18.45544267,-2.148012166666671
63601,-66.37653423636363,18.45463267,-3.889777166666665
63602,-66.37653423636363,18.45454267,-3.326659333333332
63603,-66.37653423636363,18.45445267,-3.505083833333334
63604,-66.37653423636363,18.45436267,-1.5490906666666682
63610,-66.37653423636363,18.45382267,-1.550221666666669
63612,-66.37653423636363,18.45364267,-3.076113000000003
63613,-66.37653423636363,18.45355267,-3.754498833333333
63614,-66.37653423636363,18.45346267,-3.1245565000000006
63615,-66.37653423636363,18.45337267,-1.9925991666666647
64038,-66.37643953939393,18.46030267,-3.5124748333333358
64039,-66.37643953939393,18.46021267,-1.084947833333331
64080,-66.37643953939393,18.45652267,-2.3756251666666692
64081,-66.37643953939393,18.45643267,-2.574634166666666
64085,-66.37643953939393,18.45607267,-2.0463593333333314
64086,-66.37643953939393,18.45598267,-3.5363056666666672
64087,-66.37643953939393,18.45589267,-4.613917999999998
64100,-66.37643953939393,18.45472267,-3.3809586666666647
64101,-66.37643953939393,18.45463267,-4.58720816666667
64102,-66.37643953939393,18.45454267,-4.399222666666663
64103,-66.37643953939393,18.45445267,-3.7328580000000002
64104,-66.37643953939393,18.45436267,-2.366120166666665
64113,-66.37643953939393,18.45355267,-2.7808884999999997
64114,-66.37643953939393,18.45346267,-3.04705516666667
64115,-66.37643953939393,18.45337267,-2.889312333333333
64538,-66.37634484242423,18.46030267,-5.013892333333333
64581,-66.37634484242423,18.45643267,-2.4466314999999987
64582,-66.37634484242423,18.45634267,-2.5147433333333353
64583,-66.37634484242423,18.45625267,-0.8245791666666697
64586,-66.37634484242423,18.45598267,-3.281495000000003
64587,-66.37634484242423,18.45589267,-3.3711588333333324
64600,-66.37634484242423,18.45472267,-3.5877138333333285
64601,-66.37634484242423,18.45463267,-5.1160475000000005
64602,-66.37634484242423,18.45454267,-4.610146999999998
64603,-66.37634484242423,18.45445267,-3.5835861666666666
64604,-66.37634484242423,18.45436267,-2.0975356666666656
64614,-66.37634484242423,18.45346267,-2.014923000000003
64615,-66.37634484242423,18.45337267,-2.4438245000000016
65079,-66.37625014545453,18.45661267,-3.511048166666665
65080,-66.37625014545453,18.45652267,-3.325688166666666
65081,-66.37625014545453,18.45643267,-3.5873139999999957
65082,-66.37625014545453,18.45634267,-3.680237666666663
65083,-66.37625014545453,18.45625267,-3.255308000000003
65086,-66.37625014545453,18.45598267,-3.7964333333333364
65099,-66.37625014545453,18.45481267,-3.452071833333335
65100,-66.37625014545453,18.45472267,-3.812951499999997
65101,-66.37625014545453,18.45463267,-4.499201833333331
65102,-66.37625014545453,18.45454267,-3.8332410000000046
65103,-66.37625014545453,18.45445267,-2.9156778333333335
65114,-66.37625014545453,18.45346267,-2.4597413333333336
65578,-66.37615544848484,18.45670267,-4.804028166666669
65579,-66.37615544848484,18.45661267,-5.014745000000005
65580,-66.37615544848484,18.45652267,-4.3680154999999985
65581,-66.37615544848484,18.45643267,-3.5319338333333334
65582,-66.37615544848484,18.45634267,-3.1816263333333374
65583,-66.37615544848484,18.45625267,-2.6552811666666685
65585,-66.37615544848484,18.45607267,-3.890825666666668
65586,-66.37615544848484,18.45598267,-4.688918666666666
65598,-66.37615544848484,18.45490267,-3.7787713333333315
65599,-66.37615544848484,18.45481267,-3.4242851666666674
65600,-66.37615544848484,18.45472267,-2.3969683333333336
65601,-66.37615544848484,18.45463267,-3.4572348333333345
65602,-66.37615544848484,18.45454267,-3.2334738333333313
65609,-66.37615544848484,18.45391267,-1.8369213333333327
65613,-66.37615544848484,18.45355267,-2.794216333333331
66077,-66.37606075151514,18.45679267,-4.575639833333334
66078,-66.37606075151514,18.45670267,-6.76411633333333
66079,-66.37606075151514,18.45661267,-5.3052126666666695
66080,-66.37606075151514,18.45652267,-3.279933166666666
66081,-66.37606075151514,18.45643267,-2.3105701666666647
66082,-66.37606075151514,18.45634267,-1.6471101666666677
66086,-66.37606075151514,18.45598267,-4.1501860000000015
66101,-66.37606075151514,18.45463267,-2.4083948333333325
66105,-66.37606075151514,18.45427267,-2.706097333333336
66106,-66.37606075151514,18.45418267,-1.6218823333333354
66107,-66.37606075151514,18.45409267,-2.5170436666666696
66108,-66.37606075151514,18.45400267,-3.313836333333331
66109,-66.37606075151514,18.45391267,-2.9743268333333326
66541,-66.37596605454544,18.46003267,-1.7212443333333347
66542,-66.37596605454544,18.45994267,-4.405664166666668
66576,-66.37596605454544,18.45688267,-4.686896499999998
66577,-66.37596605454544,18.45679267,-5.059230666666664
66578,-66.37596605454544,18.45670267,-5.176311166666668
66579,-66.37596605454544,18.45661267,-4.308518166666666
66580,-66.37596605454544,18.45652267,-3.017541999999999
66581,-66.37596605454544,18.45643267,-1.7851824999999977
66586,-66.37596605454544,18.45598267,-3.319059999999997
66605,-66.37596605454544,18.45427267,-2.1095015000000004
66606,-66.37596605454544,18.45418267,-2.9231133333333332
66607,-66.37596605454544,18.45409267,-3.227203833333334
66608,-66.37596605454544,18.45400267,-2.763879666666668
67040,-66.37587135757575,18.46012267,-0.40984483333333444
67041,-66.37587135757575,18.46003267,-2.2384531666666696
67076,-66.37587135757575,18.45688267,-4.903686666666671
67077,-66.37587135757575,18.45679267,-4.412063833333336
67078,-66.37587135757575,18.45670267,-3.7232914999999984
67079,-66.37587135757575,18.45661267,-3.642175166666668
67080,-66.37587135757575,18.45652267,-2.2326429999999995
67082,-66.37587135757575,18.45634267,-1.9746076666666674
67087,-66.37587135757575,18.45589267,-3.856568833333334
67088,-66.37587135757575,18.45580267,-3.194715166666665
67089,-66.37587135757575,18.45571267,-3.1431521666666633
67090,-66.37587135757575,18.45562267,-2.8854688333333343
67091,-66.37587135757575,18.45553267,-3.3333400000000033
67094,-66.37587135757575,18.45526267,-3.523095333333334
67105,-66.37587135757575,18.45427267,-2.996119666666665
67106,-66.37587135757575,18.45418267,-3.027325000000001
67107,-66.37587135757575,18.45409267,-1.9790773333333327
67539,-66.37577666060605,18.46021267,-3.058724833333333
67540,-66.37577666060605,18.46012267,-2.7234614999999955
67541,-66.37577666060605,18.46003267,-2.3283016666666647
67578,-66.37577666060605,18.45670267,-4.156761166666669
67579,-66.37577666060605,18.45661267,-3.035644166666664
67580,-66.37577666060605,18.45652267,-1.8193746666666648
67581,-66.37577666060605,18.45643267,-1.5675853333333372
67582,-66.37577666060605,18.45634267,-2.593035166666663
67583,-66.37577666060605,18.45625267,-1.8237948333333307
67586,-66.37577666060605,18.45598267,-4.096013000000003
67587,-66.37577666060605,18.45589267,-4.9820744999999995
67588,-66.37577666060605,18.45580267,-5.209945833333332
67589,-66.37577666060605,18.45571267,-4.891791333333334
67590,-66.37577666060605,18.45562267,-4.128633666666666
67591,-66.37577666060605,18.45553267,-3.0478585000000002
67594,-66.37577666060605,18.45526267,-3.8497920000000008
67595,-66.37577666060605,18.45517267,-4.2250109999999985
67605,-66.37577666060605,18.45427267,-2.880931999999998
68039,-66.37568196363635,18.46021267,-3.398788166666666
68040,-66.37568196363635,18.46012267,-2.9111806666666666
68041,-66.37568196363635,18.46003267,-1.5978788333333327
68076,-66.37568196363635,18.45688267,-4.6251376666666655
68077,-66.37568196363635,18.45679267,-5.029364666666664
68078,-66.37568196363635,18.45670267,-5.579167500000002
68079,-66.37568196363635,18.45661267,-3.9639656666666667
68080,-66.37568196363635,18.45652267,-2.3100679999999976
68081,-66.37568196363635,18.45643267,-2.751912833333332
68082,-66.37568196363635,18.45634267,-3.158415333333334
68083,-66.37568196363635,18.45625267,-2.867940666666666
68084,-66.37568196363635,18.45616267,-4.045430500000002
68085,-66.37568196363635,18.45607267,-2.7928333333333306
68086,-66.37568196363635,18.45598267,-6.4919303333333325
68087,-66.37568196363635,18.45589267,-6.6591299999999976
68088,-66.37568196363635,18.45580267,-6.544967999999997
68089,-66.37568196363635,18.45571267,-5.6705363333333345
68090,-66.37568196363635,18.45562267,-4.295160833333334
68095,-66.37568196363635,18.45517267,-4.761036500000001
68096,-66.37568196363635,18.45508267,-3.9201156666666677
68541,-66.37558726666666,18.46003267,-0.4844860000000004
68577,-66.37558726666666,18.45679267,-4.6620996666666645
68578,-66.37558726666666,18.45670267,-5.572522833333334
68579,-66.37558726666666,18.45661267,-5.604084666666665
68580,-66.37558726666666,18.45652267,-3.936888333333332
68581,-66.37558726666666,18.45643267,-3.751968999999999
68582,-66.37558726666666,18.45634267,-3.9364723333333345
68583,-66.37558726666666,18.45625267,-3.714523500000002
68584,-66.37558726666666,18.45616267,-4.378248333333335
68585,-66.37558726666666,18.45607267,-4.851175166666668
68586,-66.37558726666666,18.45598267,-5.89495916666667
68587,-66.37558726666666,18.45589267,-5.1061661666666645
68588,-66.37558726666666,18.45580267,-4.622989166666667
68589,-66.37558726666666,18.45571267,-4.305050833333336
68590,-66.37558726666666,18.45562267,-4.2285536666666665
68595,-66.37558726666666,18.45517267,-4.660161166666665
68596,-66.37558726666666,18.45508267,-4.552019999999999
68597,-66.37558726666666,18.45499267,-3.425726166666667
69078,-66.37549256969696,18.45670267,-4.831697000000002
69079,-66.37549256969696,18.45661267,-6.338488166666668
69080,-66.37549256969696,18.45652267,-5.534388333333329
69081,-66.37549256969696,18.45643267,-4.453301666666665
69082,-66.37549256969696,18.45634267,-3.0035368333333317
69083,-66.37549256969696,18.45625267,-3.0955911666666687
69084,-66.37549256969696,18.45616267,-4.7255398333333325
69085,-66.37549256969696,18.45607267,-4.358224833333335
69086,-66.37549256969696,18.45598267,-3.306643666666666
69087,-66.37549256969696,18.45589267,-3.940486
69089,-66.37549256969696,18.45571267,-2.9081705000000007
69090,-66.37549256969696,18.45562267,-3.767444166666671
69095,-66.37549256969696,18.45517267,-2.9777688333333323
69096,-66.37549256969696,18.45508267,-2.685844000000003
69572,-66.37539787272726,18.45724267,-2.8388645000000032
69578,-66.37539787272726,18.45670267,-3.7160210000000014
69579,-66.37539787272726,18.45661267,-5.096815666666668
69580,-66.37539787272726,18.45652267,-6.325047666666666
69581,-66.37539787272726,18.45643267,-3.7543694999999992
69582,-66.37539787272726,18.45634267,-2.4162058333333363
69583,-66.37539787272726,18.45625267,-2.945888666666665
69584,-66.37539787272726,18.45616267,-4.251856333333333
69585,-66.37539787272726,18.45607267,-3.638370166666668
70072,-66.37530317575757,18.45724267,-2.977013666666668
70078,-66.37530317575757,18.45670267,-3.752141833333333
70079,-66.37530317575757,18.45661267,-5.118218166666665
70080,-66.37530317575757,18.45652267,-6.074082499999999
70081,-66.37530317575757,18.45643267,-3.2805029999999995
70084,-66.37530317575757,18.45616267,-3.977324666666668
70085,-66.37530317575757,18.45607267,-4.077550500000001
70118,-66.37530317575757,18.45310267,-2.1560334999999995
70120,-66.37530317575757,18.45292267,-1.5701535
70572,-66.37520847878787,18.45724267,-3.1771020000000014
70577,-66.37520847878787,18.45679267,-3.1589205000000007
70578,-66.37520847878787,18.45670267,-2.965953333333335
70579,-66.37520847878787,18.45661267,-4.893266999999998
70580,-66.37520847878787,18.45652267,-3.6441531666666656
70584,-66.37520847878787,18.45616267,-3.6611308333333348
70618,-66.37520847878787,18.45310267,-1.7239119999999986
70621,-66.37520847878787,18.45283267,-1.5927694999999993
71119,-66.37511378181817,18.45301267,-1.3612590000000004
71624,-66.37501908484847,18.45256267,-1.7927391666666672
72122,-66.37492438787878,18.45274267,-1.3609666666666662
72125,-66.37492438787878,18.45247267,-2.359734833333338
72603,-66.37482969090908,18.45445267,-3.232811333333334
72605,-66.37482969090908,18.45427267,-1.1128465000000034
73104,-66.37473499393938,18.45436267,-2.527451833333334
73105,-66.37473499393938,18.45427267,-1.4208346666666642
76228,-66.3741668121212,18.44320267,-4.378769166666666
76727,-66.3740721151515,18.44329267,-3.9846579999999996
76728,-66.3740721151515,18.44320267,-4.026725666666664
77227,-66.37397741818181,18.44329267,-1.757951666666667
81733,-66.37312514545454,18.44275267,-2.4258683333333337
82233,-66.37303044848484,18.44275267,-2.240566833333329
82234,-66.37303044848484,18.44266267,-2.7921359999999993
82235,-66.37303044848484,18.44257267,-2.1071116666666683
82733,-66.37293575151514,18.44275267,-4.058970499999997
82734,-66.37293575151514,18.44266267,-3.025330833333335
85899,-66.37236756969696,18.42781267,-0.4874783333333319
85901,-66.37236756969696,18.42763267,-0.25205416666666736
86398,-66.37227287272727,18.42790267,-0.5652468333333367
86898,-66.37217817575757,18.42790267,-0.9248526666666663
88547,-66.37179938787878,18.45949267,-1.6224238333333325
88548,-66.37179938787878,18.45940267,-1.134623833333336
88549,-66.37179938787878,18.45931267,-1.3331363333333357
88550,-66.37179938787878,18.45922267,-0.9698891666666682
88551,-66.37179938787878,18.45913267,-0.6423653333333341
88552,-66.37179938787878,18.45904267,-0.32405133333333325
89045,-66.37170469090908,18.45967267,-1.4107220000000034
89046,-66.37170469090908,18.45958267,-1.6789346666666702
89047,-66.37170469090908,18.45949267,-3.0940621666666637
89048,-66.37170469090908,18.45940267,-2.147883833333335
89049,-66.37170469090908,18.45931267,-2.155023
